As-Of-Date,Symbol,Name,% of Assets,Market Value
2020-12-31,RYN,RAYONIER INC REIT,0.0103394400,1433890.9000000000
2020-12-31,WMS,ADVANCED DRAINAGE SYSTEMS IN COMMON STOCK USD.01,0.0103310500,1432728.3600000000
2020-12-31,CC,CHEMOURS CO/THE COMMON STOCK,0.0103120000,1430085.5200000000
2020-12-31,AXS,AXIS CAPITAL HOLDINGS LTD COMMON STOCK USD.0125,0.0103107800,1429917.0300000000
2020-12-31,SSD,SIMPSON MANUFACTURING CO INC COMMON STOCK USD.01,0.0102943300,1427635.6500000000
2020-12-31,OGS,ONE GAS INC COMMON STOCK,0.0102908600,1427154.3000000000
2020-12-31,AZEK,AZEK CO INC/THE COMMON STOCK,0.0102797300,1425610.6500000000
2020-12-31,SIGI,SELECTIVE INSURANCE GROUP COMMON STOCK USD2.0,0.0102661400,1423726.8800000000
2020-12-31,AN,AUTONATION INC COMMON STOCK USD.01,0.0102645600,1423506.6300000000
2020-12-31,PNM,PNM RESOURCES INC COMMON STOCK,0.0102237900,1417852.4800000000
2020-12-31,BXMT,BLACKSTONE MORTGAGE TRU CL A REIT USD.01,0.0101890300,1413032.3100000000
2020-12-31,FCN,FTI CONSULTING INC COMMON STOCK USD.01,0.0101842100,1412364.2400000000
2020-12-31,ORA,ORMAT TECHNOLOGIES INC COMMON STOCK USD.001,0.0101547400,1408277.7200000000
2020-12-31,EBS,EMERGENT BIOSOLUTIONS INC COMMON STOCK USD.001,0.0101396400,1406182.4000000000
2020-12-31,CDLX,CARDLYTICS INC COMMON STOCK,0.0101321400,1405142.3400000000
2020-12-31,LPX,LOUISIANA PACIFIC CORP COMMON STOCK USD1.0,0.0101291500,1404728.6400000000
2020-12-31,ZI,ZOOMINFO TECHNOLOGIES INC A COMMON STOCK,0.0101181600,1403203.6200000000
2020-12-31,HR,HEALTHCARE REALTY TRUST INC REIT USD.01,0.0101157000,1402862.4000000000
2020-12-31,TRNO,TERRENO REALTY CORP REIT USD.01,0.0100661400,1395990.0900000000
2020-12-31,WEN,WENDY S CO/THE COMMON STOCK USD.1,0.0100556000,1394528.4800000000
2020-12-31,CNNE,CANNAE HOLDINGS INC COMMON STOCK USD.0001,0.0100254300,1390343.6200000000
2020-12-31,NVT,NVENT ELECTRIC PLC COMMON STOCK USD.01,0.0100232400,1390040.3600000000
2020-12-31,SABR,SABRE CORP COMMON STOCK USD.01,0.0099972400,1386434.8800000000
2020-12-31,TRUP,TRUPANION INC COMMON STOCK USD.00001,0.0099906700,1385523.5400000000
2020-12-31,WSC,WILLSCOT MOBILE MINI HOLDING COMMON STOCK USD.0001,0.0099858000,1384847.7300000000
2020-12-31,QTS,QTS REALTY TRUST INC CL A REIT USD.01,0.0099842000,1384626.8800000000
2020-12-31,FTI,TECHNIPFMC PLC COMMON STOCK USD1.0,0.0099771700,1383651.8000000000
2020-12-31,MSM,MSC INDUSTRIAL DIRECT CO A COMMON STOCK USD.001,0.0099589700,1381126.7400000000
2020-12-31,HE,HAWAIIAN ELECTRIC INDS COMMON STOCK,0.0099444400,1379112.9100000000
2020-12-31,AJRD,AEROJET ROCKETDYNE HOLDINGS COMMON STOCK USD.1,0.0099426000,1378856.5000000000
2020-12-31,VLY,VALLEY NATIONAL BANCORP COMMON STOCK,0.0099352700,1377840.7500000000
2020-12-31,BKH,BLACK HILLS CORP COMMON STOCK USD1.0,0.0099152700,1375066.6500000000
2020-12-31,LPSN,LIVEPERSON INC COMMON STOCK USD.001,0.0099083000,1374100.6300000000
2020-12-31,WBS,WEBSTER FINANCIAL CORP COMMON STOCK USD.01,0.0098741800,1369369.2000000000
2020-12-31,NFG,NATIONAL FUEL GAS CO COMMON STOCK USD1.0,0.0098247500,1362513.5100000000
2020-12-31,RDN,RADIAN GROUP INC COMMON STOCK USD.001,0.0098040700,1359645.7500000000
2020-12-31,ITRI,ITRON INC COMMON STOCK,0.0097918000,1357944.0000000000
2020-12-31,CLH,CLEAN HARBORS INC COMMON STOCK USD.01,0.0097900400,1357700.1000000000
2020-12-31,POR,PORTLAND GENERAL ELECTRIC CO COMMON STOCK,0.0097804100,1356365.0100000000
2020-12-31,CR,CRANE CO COMMON STOCK USD1.0,0.0097745800,1355555.3000000000
2020-12-31,ESI,ELEMENT SOLUTIONS INC COMMON STOCK USD.01,0.0097177500,1347675.0300000000
2020-12-31,MEDP,MEDPACE HOLDINGS INC COMMON STOCK USD.01,0.0097061400,1346064.0000000000
2020-12-31,XRX,XEROX HOLDINGS CORP COMMON STOCK USD1.0,0.0096981100,1344950.4300000000
2020-12-31,HFC,HOLLYFRONTIER CORP COMMON STOCK USD.01,0.0096962400,1344691.1500000000
2020-12-31,MTZ,MASTEC INC COMMON STOCK USD.1,0.0096944400,1344441.4200000000
2020-12-31,BCPC,BALCHEM CORP COMMON STOCK USD.0667,0.0096807500,1342543.4400000000
2020-12-31,WYND,WYNDHAM DESTINATIONS INC COMMON STOCK USD.01,0.0096799700,1342435.5000000000
2020-12-31,OZK,BANK OZK COMMON STOCK,0.0096787400,1342264.7500000000
2020-12-31,WDFC,WD 40 CO COMMON STOCK USD.001,0.0096668900,1340621.2800000000
2020-12-31,CFX,COLFAX CORP COMMON STOCK USD.001,0.0096635600,1340159.0400000000
2020-12-31,LBRDA,LIBERTY BROADBAND A COMMON STOCK USD.01,0.0096605700,1339745.1600000000
2020-12-31,XEC,CIMAREX ENERGY CO COMMON STOCK USD.01,0.0096408300,1337006.4400000000
2020-12-31,SPSC,SPS COMMERCE INC COMMON STOCK USD.001,0.0096342300,1336091.3600000000
2020-12-31,CRNC,CERENCE INC COMMON STOCK USD.01,0.0095820000,1328848.0000000000
2020-12-31,AVNT,AVIENT CORP COMMON STOCK USD.01,0.0095671100,1326782.9200000000
2020-12-31,WK,WORKIVA INC COMMON STOCK USD.001,0.0095113700,1319053.1400000000
2020-12-31,OVV,OVINTIV INC COMMON STOCK,0.0095020400,1317759.7600000000
2020-12-31,STAA,STAAR SURGICAL CO COMMON STOCK USD.01,0.0094790900,1314576.6800000000
2020-12-31,HPP,HUDSON PACIFIC PROPERTIES IN REIT USD.01,0.0094623900,1312260.6400000000
2020-12-31,RHP,RYMAN HOSPITALITY PROPERTIES REIT USD.01,0.0094607800,1312036.8800000000
2020-12-31,DKS,DICK S SPORTING GOODS INC COMMON STOCK USD.01,0.0094564400,1311435.5100000000
2020-12-31,JBT,JOHN BEAN TECHNOLOGIES CORP COMMON STOCK USD.01,0.0094507300,1310643.7000000000
2020-12-31,X,UNITED STATES STEEL CORP COMMON STOCK USD1.0,0.0094041700,1304186.1300000000
2020-12-31,ADC,AGREE REALTY CORP REIT USD.0001,0.0094011600,1303769.5600000000
2020-12-31,COHR,COHERENT INC COMMON STOCK USD.01,0.0093864100,1301723.5400000000
2020-12-31,VMI,VALMONT INDUSTRIES COMMON STOCK USD1.0,0.0093770800,1300429.6200000000
2020-12-31,ENSG,ENSIGN GROUP INC/THE COMMON STOCK USD.001,0.0093509700,1296809.2800000000
2020-12-31,EYE,NATIONAL VISION HOLDINGS INC COMMON STOCK USD.01,0.0093498400,1296652.7000000000
2020-12-31,BMCH,BMC STOCK HOLDINGS INC COMMON STOCK USD.01,0.0093319500,1294171.1200000000
2020-12-31,AEIS,ADVANCED ENERGY INDUSTRIES COMMON STOCK USD.001,0.0093248900,1293191.9200000000
2020-12-31,EGHT,8X8 INC COMMON STOCK USD.001,0.0093145900,1291763.2500000000
2020-12-31,PRG,PROG HOLDINGS INC COMMON STOCK USD.5,0.0093140900,1291694.8600000000
2020-12-31,DOC,PHYSICIANS REALTY TRUST REIT USD.01,0.0093103600,1291176.4000000000
2020-12-31,OMF,ONEMAIN HOLDINGS INC COMMON STOCK USD.01,0.0092849600,1287653.9200000000
2020-12-31,CG,CARLYLE GROUP INC/THE COMMON STOCK USD1.0,0.0092759100,1286399.0400000000
2020-12-31,EQT,EQT CORP COMMON STOCK,0.0092705400,1285654.6300000000
2020-12-31,SBRA,SABRA HEALTH CARE REIT INC REIT USD.01,0.0092607900,1284303.0600000000
2020-12-31,PPD,PPD INC COMMON STOCK USD.01,0.0092578900,1283900.1800000000
2020-12-31,ENS,ENERSYS COMMON STOCK USD.01,0.0092048800,1276549.1400000000
2020-12-31,HHC,HOWARD HUGHES CORP/THE COMMON STOCK,0.0091717700,1271956.9500000000
2020-12-31,LSXMA,LIBERTY MEDIA COR SIRIUSXM A TRACKING STK USD.01,0.0091539300,1269483.6700000000
2020-12-31,CDNA,CAREDX INC COMMON STOCK USD.001,0.0091527800,1269324.0000000000
2020-12-31,TENB,TENABLE HOLDINGS INC COMMON STOCK USD.01,0.0091178800,1264482.9600000000
2020-12-31,BCO,BRINK S CO/THE COMMON STOCK USD1.0,0.0091172200,1264392.0000000000
2020-12-31,STMP,STAMPS.COM INC COMMON STOCK USD.001,0.0091119400,1263659.7900000000
2020-12-31,FCEL,FUELCELL ENERGY INC COMMON STOCK USD.0001,0.0090641900,1257038.2900000000
2020-12-31,MGNI,MAGNITE INC COMMON STOCK USD.00001,0.0090574300,1256100.4200000000
2020-12-31,LANC,LANCASTER COLONY CORP COMMON STOCK,0.0090499300,1255059.6300000000
2020-12-31,WTFC,WINTRUST FINANCIAL CORP COMMON STOCK,0.0090303500,1252345.0000000000
2020-12-31,AWI,ARMSTRONG WORLD INDUSTRIES COMMON STOCK USD.01,0.0090100500,1249528.8300000000
2020-12-31,GRA,WR GRACE + CO COMMON STOCK USD.01,0.0090079500,1249238.1600000000
2020-12-31,ADS,ALLIANCE DATA SYSTEMS CORP COMMON STOCK USD.01,0.0089663700,1243472.1000000000
2020-12-31,HL,HECLA MINING CO COMMON STOCK USD.25,0.0089601600,1242611.2800000000
2020-12-31,INSM,INSMED INC COMMON STOCK USD.01,0.0089544400,1241816.8700000000
2020-12-31,GKOS,GLAUKOS CORP COMMON STOCK USD.001,0.0089526100,1241564.2200000000
2020-12-31,CIT,CIT GROUP INC COMMON STOCK USD.01,0.0089414900,1240021.9000000000
2020-12-31,OLN,OLIN CORP COMMON STOCK USD1.0,0.0089366200,1239346.7200000000
2020-12-31,JWN,NORDSTROM INC COMMON STOCK,0.0089258400,1237851.0200000000
2020-12-31,JBGS,JBG SMITH PROPERTIES REIT USD.01,0.0088550600,1228035.4400000000
2020-12-31,M,MACY S INC COMMON STOCK USD.01,0.0088430800,1226373.7500000000
2020-12-31,WCC,WESCO INTERNATIONAL INC COMMON STOCK USD.01,0.0088031200,1220832.0000000000
2020-12-31,VC,VISTEON CORP COMMON STOCK,0.0088011300,1220556.4800000000
2020-12-31,AVT,AVNET INC COMMON STOCK USD1.0,0.0087834700,1218106.3400000000
2020-12-31,HLI,HOULIHAN LOKEY INC COMMON STOCK USD.001,0.0087827400,1218005.9100000000
2020-12-31,TMHC,TAYLOR MORRISON HOME CORP COMMON STOCK USD.00001,0.0087558100,1214271.0000000000
2020-12-31,WMG,WARNER MUSIC GROUP CORP CL A COMMON STOCK,0.0087544600,1214084.4200000000
2020-12-31,MUSA,MURPHY USA INC COMMON STOCK,0.0087497200,1213426.6400000000
2020-12-31,BAND,BANDWIDTH INC CLASS A COMMON STOCK USD.001,0.0087493700,1213378.3200000000
2020-12-31,UMPQ,UMPQUA HOLDINGS CORP COMMON STOCK,0.0087384700,1211866.1600000000
2020-12-31,STL,STERLING BANCORP/DE COMMON STOCK USD.01,0.0087152900,1208651.5600000000
2020-12-31,BYD,BOYD GAMING CORP COMMON STOCK USD.01,0.0087061400,1207382.5200000000
2020-12-31,VIAV,VIAVI SOLUTIONS INC COMMON STOCK USD.001,0.0086939900,1205697.1500000000
2020-12-31,AIMC,ALTRA INDUSTRIAL MOTION CORP COMMON STOCK USD.001,0.0086785100,1203551.5900000000
2020-12-31,NEWR,NEW RELIC INC COMMON STOCK USD.001,0.0086766600,1203294.6000000000
2020-12-31,PCH,POTLATCHDELTIC CORP REIT USD1.0,0.0086765600,1203281.1200000000
2020-12-31,LBTYA,LIBERTY GLOBAL PLC A COMMON STOCK USD.01,0.0086705700,1202450.3400000000
2020-12-31,GO,GROCERY OUTLET HOLDING CORP COMMON STOCK USD.001,0.0086454800,1198969.7500000000
2020-12-31,EQC,EQUITY COMMONWEALTH REIT USD.01,0.0086424300,1198546.8000000000
2020-12-31,ARRY,ARRAY TECHNOLOGIES INC COMMON STOCK USD.001,0.0086366000,1197738.9600000000
2020-12-31,UFPI,UFP INDUSTRIES INC COMMON STOCK,0.0086200000,1195436.0000000000
2020-12-31,R,RYDER SYSTEM INC COMMON STOCK USD.5,0.0086136900,1194561.9200000000
2020-12-31,SWX,SOUTHWEST GAS HOLDINGS INC COMMON STOCK USD1.0,0.0086112500,1194223.5000000000
2020-12-31,KWR,QUAKER CHEMICAL CORP COMMON STOCK USD1.0,0.0085820400,1190172.8300000000
2020-12-31,SNX,SYNNEX CORP COMMON STOCK USD.001,0.0085426400,1184707.6800000000
2020-12-31,ONEM,1LIFE HEALTHCARE INC COMMON STOCK USD.001,0.0085394700,1184268.1500000000
2020-12-31,FORM,FORMFACTOR INC COMMON STOCK USD.001,0.0085251000,1182275.6400000000
2020-12-31,KTOS,KRATOS DEFENSE + SECURITY COMMON STOCK USD.001,0.0085040200,1179352.8500000000
2020-12-31,CBU,COMMUNITY BANK SYSTEM INC COMMON STOCK USD1.0,0.0084945100,1178032.8600000000
2020-12-31,LIVN,LIVANOVA PLC COMMON STOCK GBP1.0,0.0084843000,1176617.9100000000
2020-12-31,SYNA,SYNAPTICS INC COMMON STOCK USD.001,0.0084804200,1176080.0000000000
2020-12-31,NJR,NEW JERSEY RESOURCES CORP COMMON STOCK USD2.5,0.0084803200,1176065.1000000000
2020-12-31,HAIN,HAIN CELESTIAL GROUP INC COMMON STOCK USD.01,0.0084743000,1175230.6500000000
2020-12-31,BE,BLOOM ENERGY CORP  A COMMON STOCK USD.0001,0.0084600500,1173254.4200000000
2020-12-31,LPRO,OPEN LENDING CORP    CL A COMMON STOCK,0.0084414200,1170670.5600000000
2020-12-31,SFIX,STITCH FIX INC CLASS A COMMON STOCK USD.00002,0.0084302000,1169115.2000000000
2020-12-31,MSGS,MADISON SQUARE GARDEN SPORTS COMMON STOCK USD.01,0.0084283000,1168850.9000000000
2020-12-31,SR,SPIRE INC COMMON STOCK USD1.0,0.0084260400,1168537.8800000000
2020-12-31,DNB,DUN + BRADSTREET HOLDINGS IN COMMON STOCK,0.0084198900,1167685.5000000000
2020-12-31,WTS,WATTS WATER TECHNOLOGIES A COMMON STOCK USD.1,0.0084165700,1167224.7000000000
2020-12-31,WPX,WPX ENERGY INC COMMON STOCK USD.01,0.0083820300,1162434.5000000000
2020-12-31,SXT,SENSIENT TECHNOLOGIES CORP COMMON STOCK USD.1,0.0083812000,1162320.1200000000
2020-12-31,AMN,AMN HEALTHCARE SERVICES INC COMMON STOCK USD.01,0.0083342900,1155813.7500000000
2020-12-31,SWAV,SHOCKWAVE MEDICAL INC COMMON STOCK USD.001,0.0083323500,1155544.5200000000
2020-12-31,NTLA,INTELLIA THERAPEUTICS INC COMMON STOCK USD.0001,0.0083254300,1154585.6000000000
2020-12-31,ETRN,EQUITRANS MIDSTREAM CORP COMMON STOCK,0.0083123800,1152775.2000000000
2020-12-31,MIME,MIMECAST LTD COMMON STOCK USD.01,0.0083107200,1152544.6800000000
2020-12-31,HMSY,HMS HOLDINGS CORP COMMON STOCK USD.01,0.0083097200,1152406.5000000000
2020-12-31,RETA,REATA PHARMACEUTICALS INC A COMMON STOCK USD.001,0.0082926300,1150036.8600000000
2020-12-31,CNMD,CONMED CORP COMMON STOCK USD.01,0.0082731000,1147328.0000000000
2020-12-31,PRSP,PERSPECTA INC COMMON STOCK USD.01,0.0082711000,1147050.8000000000
2020-12-31,ADNT,ADIENT PLC COMMON STOCK USD.001,0.0082704300,1146957.9900000000
2020-12-31,UNF,UNIFIRST CORP/MA COMMON STOCK USD.1,0.0082672200,1146513.0400000000
2020-12-31,UAA,UNDER ARMOUR INC CLASS A COMMON STOCK USD.000333,0.0082631100,1145942.9700000000
2020-12-31,TRTN,TRITON INTERNATIONAL LTD/BER COMMON STOCK USD.01,0.0082516300,1144350.9000000000
2020-12-31,MTH,MERITAGE HOMES CORP COMMON STOCK USD.01,0.0082478600,1143827.0200000000
2020-12-31,LCII,LCI INDUSTRIES COMMON STOCK USD.01,0.0082129000,1138979.4400000000
2020-12-31,BKU,BANKUNITED INC COMMON STOCK USD.01,0.0081955700,1136575.6200000000
2020-12-31,BHF,BRIGHTHOUSE FINANCIAL INC COMMON STOCK USD.01,0.0081770900,1134013.0100000000
2020-12-31,ALE,ALLETE INC COMMON STOCK,0.0081461600,1129723.6600000000
2020-12-31,SVMK,SVMK INC COMMON STOCK USD.00001,0.0081175700,1125758.5500000000
2020-12-31,NGVT,INGEVITY CORP COMMON STOCK USD.01,0.0081031400,1123757.4700000000
2020-12-31,TNET,TRINET GROUP INC COMMON STOCK USD.000025,0.0080814000,1120743.0000000000
2020-12-31,CBRL,CRACKER BARREL OLD COUNTRY COMMON STOCK USD.01,0.0080808100,1120660.4000000000
2020-12-31,SPB,SPECTRUM BRANDS HOLDINGS INC COMMON STOCK USD.01,0.0080630600,1118198.8400000000
2020-12-31,APLS,APELLIS PHARMACEUTICALS INC COMMON STOCK USD.0001,0.0080012200,1109622.8000000000
2020-12-31,KEX,KIRBY CORP COMMON STOCK USD.1,0.0079922900,1108384.5500000000
2020-12-31,AMBA,AMBARELLA INC COMMON STOCK USD.00045,0.0079649600,1104594.6000000000
2020-12-31,UNVR,UNIVAR SOLUTIONS INC COMMON STOCK USD.01,0.0079466000,1102047.7200000000
2020-12-31,ALKS,ALKERMES PLC COMMON STOCK USD.01,0.0079371700,1100741.2500000000
2020-12-31,NKTR,NEKTAR THERAPEUTICS COMMON STOCK USD.0001,0.0079145600,1097605.0000000000
2020-12-31,SPCE,VIRGIN GALACTIC HOLDINGS INC COMMON STOCK USD.0001,0.0079034600,1096064.9700000000
2020-12-31,CCXI,CHEMOCENTRYX INC COMMON STOCK USD.001,0.0078988500,1095426.7200000000
2020-12-31,BOH,BANK OF HAWAII CORP COMMON STOCK USD.01,0.0078519600,1088923.4400000000
2020-12-31,SHAK,SHAKE SHACK INC   CLASS A COMMON STOCK USD.01,0.0078280500,1085607.9000000000
2020-12-31,TGNA,TEGNA INC COMMON STOCK USD1.0,0.0078209700,1084626.4500000000
2020-12-31,FHB,FIRST HAWAIIAN INC COMMON STOCK USD.01,0.0078154100,1083854.7000000000
2020-12-31,VG,VONAGE HOLDINGS CORP COMMON STOCK USD.001,0.0077859900,1079774.7500000000
2020-12-31,FGEN,FIBROGEN INC COMMON STOCK USD.01,0.0077696000,1077501.5900000000
2020-12-31,UPWK,UPWORK INC COMMON STOCK USD.0001,0.0077619200,1076437.1600000000
2020-12-31,UMBF,UMB FINANCIAL CORP COMMON STOCK USD1.0,0.0077540600,1075347.1300000000
2020-12-31,REZI,RESIDEO TECHNOLOGIES INC COMMON STOCK USD.001,0.0077401500,1073417.4000000000
2020-12-31,AIT,APPLIED INDUSTRIAL TECH INC COMMON STOCK,0.0077370400,1072986.4200000000
2020-12-31,CNO,CNO FINANCIAL GROUP INC COMMON STOCK USD.01,0.0077289500,1071863.9100000000
2020-12-31,WTM,WHITE MOUNTAINS INSURANCE GP COMMON STOCK USD1.0,0.0077278100,1071706.8600000000
2020-12-31,APPF,APPFOLIO INC   A COMMON STOCK USD.0001,0.0077218400,1070877.9200000000
2020-12-31,KMT,KENNAMETAL INC COMMON STOCK USD1.25,0.0077167100,1070167.2000000000
2020-12-31,FNB,FNB CORP COMMON STOCK USD.01,0.0077094400,1069158.5000000000
2020-12-31,EBC,EASTERN BANKSHARES INC COMMON STOCK USD.01,0.0076948200,1067130.6800000000
2020-12-31,KBH,KB HOME COMMON STOCK USD1.0,0.0076842700,1065667.8400000000
2020-12-31,AEO,AMERICAN EAGLE OUTFITTERS COMMON STOCK USD.01,0.0076714500,1063890.6300000000
2020-12-31,CLDR,CLOUDERA INC COMMON STOCK USD.00005,0.0076628400,1062696.1800000000
2020-12-31,CHH,CHOICE HOTELS INTL INC COMMON STOCK USD.01,0.0076591000,1062176.9600000000
2020-12-31,DIOD,DIODES INC COMMON STOCK USD.667,0.0076441800,1060108.5000000000
2020-12-31,NHI,NATL HEALTH INVESTORS INC REIT USD.01,0.0076331400,1058577.6800000000
2020-12-31,ROG,ROGERS CORP COMMON STOCK USD1.0,0.0076009200,1054108.5200000000
2020-12-31,CMD,CANTEL MEDICAL CORP COMMON STOCK USD.1,0.0075953300,1053333.0200000000
2020-12-31,NSTG,NANOSTRING TECHNOLOGIES INC COMMON STOCK USD.0001,0.0075694800,1049748.4800000000
2020-12-31,PACW,PACWEST BANCORP COMMON STOCK,0.0075662400,1049299.4000000000
2020-12-31,PPBI,PACIFIC PREMIER BANCORP INC COMMON STOCK USD.01,0.0075651500,1049147.7100000000
2020-12-31,CWST,CASELLA WASTE SYSTEMS INC A COMMON STOCK USD.01,0.0075640800,1048999.3500000000
2020-12-31,SEM,SELECT MEDICAL HOLDINGS CORP COMMON STOCK USD.001,0.0075551500,1047760.8000000000
2020-12-31,AWR,AMERICAN STATES WATER CO COMMON STOCK,0.0075444100,1046272.0900000000
2020-12-31,TCBI,TEXAS CAPITAL BANCSHARES INC COMMON STOCK USD.01,0.0075433800,1046129.0000000000
2020-12-31,GDOT,GREEN DOT CORP CLASS A COMMON STOCK USD.001,0.0075084400,1041283.8000000000
2020-12-31,TREE,LENDINGTREE INC COMMON STOCK USD.01,0.0074902400,1038759.2600000000
2020-12-31,LXP,LEXINGTON REALTY TRUST REIT USD.0001,0.0074822300,1037648.3400000000
2020-12-31,NWE,NORTHWESTERN CORP COMMON STOCK USD.01,0.0074673500,1035585.6000000000
2020-12-31,FCFS,FIRSTCASH INC COMMON STOCK USD.01,0.0074599600,1034560.8400000000
2020-12-31,HWC,HANCOCK WHITNEY CORP COMMON STOCK USD3.33,0.0074395100,1031724.5400000000
2020-12-31,APAM,ARTISAN PARTNERS ASSET MA  A COMMON STOCK USD.01,0.0074318400,1030661.1600000000
2020-12-31,SLGN,SILGAN HOLDINGS INC COMMON STOCK USD.01,0.0074268700,1029971.1600000000
2020-12-31,TWOU,2U INC COMMON STOCK USD.001,0.0074240300,1029577.3300000000
2020-12-31,BLUE,BLUEBIRD BIO INC COMMON STOCK USD.01,0.0074189600,1028874.0600000000
2020-12-31,HRB,H+R BLOCK INC COMMON STOCK,0.0073679200,1021796.3600000000
2020-12-31,VCYT,VERACYTE INC COMMON STOCK USD.001,0.0073596100,1020643.7000000000
2020-12-31,OUT,OUTFRONT MEDIA INC REIT USD.01,0.0073511300,1019467.2000000000
2020-12-31,OFC,CORPORATE OFFICE PROPERTIES REIT USD.01,0.0073503800,1019362.8800000000
2020-12-31,HI,HILLENBRAND INC COMMON STOCK,0.0073489000,1019158.6000000000
2020-12-31,NSP,INSPERITY INC COMMON STOCK USD.01,0.0073176100,1014818.8800000000
2020-12-31,GATX,GATX CORP COMMON STOCK USD.625,0.0072958500,1011801.5200000000
2020-12-31,HOMB,HOME BANCSHARES INC COMMON STOCK USD.01,0.0072866500,1010525.0000000000
2020-12-31,UA,UNDER ARMOUR INC CLASS C COMMON STOCK USD.000333,0.0072824000,1009935.3600000000
2020-12-31,NEU,NEWMARKET CORP COMMON STOCK,0.0072747000,1008868.5700000000
2020-12-31,ABG,ASBURY AUTOMOTIVE GROUP COMMON STOCK USD.01,0.0072743000,1008812.2800000000
2020-12-31,ARNC,ARCONIC CORP COMMON STOCK USD.01,0.0072691900,1008104.2000000000
2020-12-31,MSTR,MICROSTRATEGY INC CL A COMMON STOCK USD.001,0.0072677100,1007898.7000000000
2020-12-31,BLKB,BLACKBAUD INC COMMON STOCK USD.001,0.0072625600,1007184.8800000000
2020-12-31,CVET,COVETRUS INC COMMON STOCK,0.0072510200,1005583.8600000000
2020-12-31,NUVA,NUVASIVE INC COMMON STOCK USD.001,0.0072288200,1002505.0100000000
2020-12-31,FN,FABRINET COMMON STOCK USD.01,0.0072106100,999979.9200000000
2020-12-31,ESGR,ENSTAR GROUP LTD COMMON STOCK USD1.0,0.0071876100,996789.8500000000
2020-12-31,EXLS,EXLSERVICE HOLDINGS INC COMMON STOCK USD.001,0.0071875900,996787.1700000000
2020-12-31,ACIA,ACACIA COMMUNICATIONS INC COMMON STOCK USD.0001,0.0071628100,993350.4000000000
2020-12-31,CHX,CHAMPIONX CORP COMMON STOCK USD.01,0.0071594000,992878.2000000000
2020-12-31,CORT,CORCEPT THERAPEUTICS INC COMMON STOCK USD.001,0.0071429800,990600.7200000000
2020-12-31,SDGR,SCHRODINGER INC COMMON STOCK USD.01,0.0071345600,989433.2800000000
2020-12-31,ONB,OLD NATIONAL BANCORP COMMON STOCK,0.0071226900,987787.4400000000
2020-12-31,DAN,DANA INC COMMON STOCK USD.01,0.0071206000,987497.2800000000
2020-12-31,AQUA,EVOQUA WATER TECHNOLOGIES CO COMMON STOCK USD.01,0.0071163000,986901.4200000000
2020-12-31,FHI,FEDERATED HERMES INC COMMON STOCK,0.0071067900,985582.3500000000
2020-12-31,REGI,RENEWABLE ENERGY GROUP INC COMMON STOCK USD.0001,0.0071023400,984964.5600000000
2020-12-31,TRIP,TRIPADVISOR INC COMMON STOCK USD.001,0.0070998600,984621.3600000000
2020-12-31,NUS,NU SKIN ENTERPRISES INC   A COMMON STOCK USD.001,0.0070878700,982957.5900000000
2020-12-31,SHOO,STEVEN MADDEN LTD COMMON STOCK USD.0001,0.0070812300,982037.2800000000
2020-12-31,NSIT,INSIGHT ENTERPRISES INC COMMON STOCK USD.01,0.0070679200,980191.3800000000
2020-12-31,AAON,AAON INC COMMON STOCK USD.004,0.0070602500,979127.8500000000
2020-12-31,RCM,R1 RCM INC COMMON STOCK USD.01,0.0070534900,978190.4800000000
2020-12-31,PZZA,PAPA JOHN S INTL INC COMMON STOCK USD.01,0.0070421900,976623.5000000000
2020-12-31,LTHM,LIVENT CORP COMMON STOCK USD.001,0.0070374700,975968.5200000000
2020-12-31,WLK,WESTLAKE CHEMICAL CORP COMMON STOCK USD.01,0.0070337000,975446.4000000000
2020-12-31,AVA,AVISTA CORP COMMON STOCK,0.0070313600,975121.0200000000
2020-12-31,FELE,FRANKLIN ELECTRIC CO INC COMMON STOCK USD.1,0.0070287100,974753.6400000000
